experiment_number,model,dataset,model_family,dataset_type,timestamp,accuracy,f1_score,auprc,status,time_per_epoch_seconds,peak_gpu_memory_mb,peak_gpu_memory_gb,flops_per_epoch,total_gflops,epochs_completed,total_training_time,total_runtime,accuracy_per_second,flops_efficiency,memory_efficiency,time_efficiency,gflops_per_second,avg_gpu_memory_mb,avg_gpu_utilization_percent,avg_gpu_temperature_c,monitoring_samples_collected,performance_class,runtime_class,memory_class,computational_intensity,estimated_energy_kwh,energy_efficiency,config_name,component_category,trial_number,description
1,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004473562240600586,200,0.1953125,32871604975.662727,32.87160497566273,25,0.11183905601501465,0.2236781120300293,0.0,0.0,0.0,0.0,146.95941716125375,140.0,8.082479656567637,50.143711844030484,0,very_poor,very_fast,low,medium,2.4853123558892145e-08,0.0,baseline,baseline,1,"Pure TS2Vec baseline (no AMC, no temperature)"
2,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004504203796386719,200,0.1953125,23155400244.204605,23.155400244204603,25,0.11260509490966797,0.22521018981933594,0.0,0.0,0.0,0.0,102.81684084889726,140.0,8.776996406379912,64.57166568269268,0,very_poor,very_fast,low,low,2.5023354424370665e-08,0.0,baseline,baseline,2,"Pure TS2Vec baseline (no AMC, no temperature)"
3,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0046599674224853515,200,0.1953125,26991677375.469,26.991677375469003,25,0.11649918556213379,0.23299837112426758,0.0,0.0,0.0,0.0,115.84491876586225,140.0,18.267008179785375,53.46713084516463,0,very_poor,very_fast,low,medium,2.58887079026964e-08,0.0,baseline,baseline,3,"Pure TS2Vec baseline (no AMC, no temperature)"
4,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.005040135383605957,200,0.1953125,22749631675.14806,22.74963167514806,25,0.12600338459014893,0.25200676918029785,0.0,0.0,0.0,0.0,90.27389124961113,140.0,7.044736319922375,59.24028241231067,0,very_poor,very_fast,low,low,2.8000752131144206e-08,0.0,instance_only,single_component,1,Only instance-wise AMC contrastive loss
5,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.0046967887878417965,200,0.1953125,23486129199.20229,23.48612919920229,25,0.11741971969604491,0.23483943939208984,0.0,0.0,0.0,0.0,100.00930533644161,140.0,17.314871197437434,57.57847698613625,0,very_poor,very_fast,low,low,2.609327104356554e-08,0.0,instance_only,single_component,2,Only instance-wise AMC contrastive loss
6,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004653306007385254,200,0.1953125,33633431001.270096,33.6334310012701,25,0.11633265018463135,0.2326653003692627,0.0,0.0,0.0,0.0,144.55714259019518,140.0,14.61682012160045,61.75822496070886,0,very_poor,very_fast,low,medium,2.5851700041029193e-08,0.0,instance_only,single_component,3,Only instance-wise AMC contrastive loss
7,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004884076118469238,200,0.1953125,18953660223.328056,18.953660223328058,25,0.12210190296173096,0.24420380592346191,0.0,0.0,0.0,0.0,77.61410659286977,140.0,12.186603464432324,48.83479373926309,0,very_poor,very_fast,low,low,2.7133756213717995e-08,0.0,temporal_only,single_component,1,Only temporal AMC contrastive loss
8,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.00484283447265625,200,0.1953125,26664198950.532043,26.664198950532043,25,0.12107086181640625,0.2421417236328125,0.0,0.0,0.0,0.0,110.11815126486029,140.0,6.533753879106984,57.27359740346038,0,very_poor,very_fast,low,medium,2.690463595920139e-08,0.0,temporal_only,single_component,2,Only temporal AMC contrastive loss
9,TS2vec,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004547362327575684,200,0.1953125,22154844696.24563,22.15484469624563,25,0.11368405818939209,0.22736811637878418,0.0,0.0,0.0,0.0,97.44041974353493,140.0,7.233051480100891,64.07001292560709,0,very_poor,very_fast,low,low,2.5263124042087134e-08,0.0,temporal_only,single_component,3,Only temporal AMC contrastive loss
10,TimeHUT,Chinatown,TS2vec,UCR,2025-08-26 20:22:53,0.0,0.0,0.0,success,0.004418973922729492,200,0.1953125,31435326813.480423,31.435326813480422,25,0.1104743480682373,0.2209486961364746,0.0,0.0,0.0,0.0,142.27432595512394,140.0,7.393140258566184,48.39432938645237,0,very_poor,very_fast,low,medium,2.454985512627496e-08,0.0,both_amc,two_component,1,Both AMC losses (no temperature)
